,status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares,content,candidate_label,classification
1846,15704546335_10154420237286336,"""She knew what was going on; and frankly, even if she didn't, what she did was wrong.""

Donald J. Trump reacted to the FBI's decision not to recommend charges against Hillary Clinton, adding ""you can make a mistake, and you're still guilty.""",,video,https://www.facebook.com/FoxNews/videos/10154420237286336/,2016-07-05 21:15:00,21658,1883,3221,knew going frankly didnt wrong  reacted FBIs decision recommend charges   adding mistake guilty,other,Negative
1847,15704546335_10154420440521336,"""We're talking about the safety of our people – the laws are very explicit. Stupidity is not a reason that you're going to be innocent.""

Donald J. Trump addressed the FBI's decision not to recommend charges against Hillary Clinton.",,video,https://www.facebook.com/FoxNews/videos/10154420440521336/,2016-07-05 20:00:00,49782,2624,18482,talking safety people laws explicit Stupidity reason going innocent  addressed FBIs decision recommend charges  ,other,Negative
1848,15704546335_10154420359651336,"Dolly Parton clarified recent comments, saying that she hasn't endorsed Hillary Clinton or Donald J. Trump for president. She also had this to say about the election:",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154420359651336/?type=3,2016-07-05 19:18:49,18702,1605,4567,Dolly Parton clarified comments hasnt endorsed     president election,other,Negative
1852,15704546335_10154420202876336,"""This is not a reality show.  This is not entertainment, this is real ... You don't have the luxury of just saying whatever pops into your head.""

President Obama took jabs at Donald J. Trump while campaigning for Hillary Clinton today in North Carolina.",,video,https://www.facebook.com/FoxNews/videos/10154420202876336/,2016-07-05 16:51:25,7715,22196,10119,reality entertainment real dont luxury pops headPresident Obama jabs   campaigning   today North Carolina,other,Negative
1853,15704546335_10154420011091336,Donald J. Trump released a statement following the FBI's decision not to recommend charges against Hillary Clinton over her use of a private server.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154420011091336/?type=3,2016-07-05 16:10:47,73633,5179,37353,  released statement FBIs decision recommend charges   private server,other,Negative
1858,15704546335_10154419503721336,Donald J. Trump reacted on Twitter after the FBI recommended no charges against Hillary Clinton.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154419503721336/?type=3,2016-07-05 10:43:34,44140,7397,10112,  reacted Twitter FBI recommended charges  ,other,Negative
1868,15704546335_10154414801381336,Donald J. Trump called for charges to be filed against Hillary Clinton on Saturday after the former secretary of state met with the FBI – Federal Bureau of Investigation. http://fxn.ws/299mxDh,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154414801381336/?type=3,2016-07-03 08:22:00,21876,2115,1577,  called charges filed   Saturday secretary state met FBI Federal Bureau Investigation httpfxnwsmxDh,other,Negative
1873,15704546335_10154411754656336,"“It appears that the rules are very different for the Clintons and this is exactly why so many people are turning toward the Republican Party and Donald J. Trump.” 

Do you agree with Sen. Tim Scott?",,video,https://www.facebook.com/FoxNews/videos/10154411754656336/,2016-07-01 21:00:00,33852,1952,10579,appears rules s exactly people turning Republican Party   agree Sen Tim Scott,other,Negative
1882,15704546335_10154408831566336,"“I'm flabbergasted by it.”

Donald J. Trump reacted to the news that Attorney General Loretta Lynch met privately with former President Bill Clinton amid the DOJ’s investigation into Hillary Clinton’s emails. Full interview tonight at 10p ET.",,video,https://www.facebook.com/FoxNews/videos/10154408831566336/,2016-06-30 17:31:23,8637,1353,1649,flabbergasted   reacted news Attorney General Loretta Lynch met privately President Bill  amid DOJ investigation   emails Full interview tonight,other,Negative
1895,15704546335_10154403401606336,"“We are going to reject Hillary Clinton’s policy of fear and her policy of absolute nonsense…we’re not going to take it any longer! 

We are going to embrace the possibilities of change, but real change, not Obama change…It’s time to believe in the future. It’s time believe in each other. It’s time believe in America again...

We're going to make America great again for everyone...And I promise you if I become president we’re going to be working again, we’re going to have great jobs again. You’re going to be so happy. You’re going to be proud of your president. You’re going to be proud, proud, proud of our country once again!” – Donald J. Trump",,video,https://www.facebook.com/FoxNews/videos/10154403401606336/,2016-06-28 14:06:57,35244,2315,5878,going reject   policy fear policy absolute nonsense going longer going embrace possibilities change real change Obama change time future time time America againWere going America great everyoneAnd promise president going working going great jobs going happy going president going country  ,other,Negative
1897,15704546335_10154403373436336,“Hillary Clinton unleashed a trade war against the American worker when she supported one terrible deal after another.” - Donald J. Trump,,video,https://www.facebook.com/FoxNews/videos/10154403373436336/,2016-06-28 13:50:14,9114,378,740,  unleashed trade war American worker supported terrible deal  ,other,Negative
1910,15704546335_10154400086281336,"Hillary Clinton took a swipe at Donald J. Trump during her first campaign event with Elizabeth Warren: ""I do just love to see how [Elizabeth] gets under [Donald's] thin skin.""",,video,https://www.facebook.com/FoxNews/videos/10154400086281336/,2016-06-27 10:13:23,3178,10660,1352,  swipe   campaign event Elizabeth Warren love Elizabeth s thin skin,other,Negative
1912,15704546335_10154399744071336,Eric Trump on his dad’s campaign plans to reach out to minority communities: “Those communities are quite frankly the communities that were hardest hit by [Hillary Clinton and President Obama's] reckless policies.”,,video,https://www.facebook.com/FoxNews/videos/10154399744071336/,2016-06-27 06:52:55,16442,1163,2613,Eric  dad campaign plans reach minority communities communities frankly communities hardest hit   President Obamas reckless policies,other,Negative
1913,15704546335_10154397641806336,"How will presumptive presidential candidates Donald J. Trump and Hillary Clinton reach millennials?

""The Greg Gutfeld Show"" got the answer, as resident millennials Joanne Nosuchinsky and Katherine Timpf scored ""exclusive interviews"" with the candidates.",Joanne Nosuchinsky and Kat Timpf Score 'Exclusive Interviews' With Trump and Hillary,link,http://insider.foxnews.com/2016/06/26/kat-timpf-joanne-nosuchinsky-interview-donald-trump-hillary-clinton-greg-gutfeld-show,2016-06-27 02:00:00,509,206,132,will presumptive presidential candidates     reach millennialsThe Greg Gutfeld answer resident millennials Joanne Nosuchinsky Katherine Timpf scored exclusive interviews candidates,other,Negative
1929,15704546335_10154392985656336,"Donald J. Trump's campaign launched a new anti-Hillary Clinton website that highlights ""some of Clinton's most disastrous lies to the American people.""",Trump Campaign Unveils 'Lying Crooked Hillary' Website,link,http://insider.foxnews.com/2016/06/23/trump-launches-new-lying-crooked-hillary-website,2016-06-24 12:05:52,18359,1083,7194, s campaign launched anti  website highlights s disastrous lies American people,other,Negative
1934,15704546335_10154390575941336,"""That's about only thing they can talk about and frankly, anybody would've made the same decision.""

Donald J. Trump said the only foreign policy success under the Obama and Clinton administration was killing Osama bin Laden, and ""who wouldn't have made [that] decision?""",,video,https://www.facebook.com/FoxNews/videos/10154390575941336/,2016-06-23 21:45:00,8034,619,1162,thing talk frankly wouldve decision  foreign policy success Obama  administration killing Osama bin Laden decision,other,Negative
1935,15704546335_10154390657121336,"""Both candidates are playing hide-and-seek at our expense, and at this point it would be irrational not to be suspicious that something funny is going on.""

Greta Van Susteren said Hillary Clinton and Donald J. Trump need to stop their ""funny business"" and release the transcripts of her Goldman Sachs speeches and his tax returns.",,video,https://www.facebook.com/FoxNews/videos/10154390657121336/,2016-06-23 19:05:23,3217,891,412,candidates playing hideandseek expense point irrational suspicious funny going onGreta Van Susteren     funny business release transcripts Goldman Sachs speeches tax returns,other,Negative
1937,15704546335_10154387560771336,"In a speech on Wednesday, Donald J. Trump accused Hillary Clinton of taking millions of dollars from oppressive regimes to benefit the Clinton Foundation. http://fxn.ws/28NFTzU",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154387560771336/?type=3,2016-06-22 21:30:00,4535,737,702,speech Wednesday   accused   millions dollars oppressive regimes benefit  Foundation httpfxnwsNFTzU,other,Negative
1938,15704546335_10154387904576336,"“This country deserves someone who is willing to fight for them and go full steam ahead to make America great again.”

Trump supporter Omarosa reacted to Donald J. Trump’s scathing speech on Hillary Clinton, calling him a “tough guy” who will be just as hard on Clinton as he was on the other GOP contestants.",,video,https://www.facebook.com/FoxNews/videos/10154387904576336/,2016-06-22 19:30:00,14888,722,1531,country deserves fight full steam ahead America great  supporter Omarosa reacted   scathing speech   calling tough guy will hard  GOP contestants,other,Negative
1940,15704546335_10154387468566336,"""Donald Trump says I’m playing the woman card. Well you know what I say if fighting for child care, paid leave, and equal pay is playing the woman card – then deal me in!”

Moments ago, Hillary Clinton gave a speech responding to Donald J. Trump's criticism.",,video,https://www.facebook.com/FoxNews/videos/10154387468566336/,2016-06-22 14:30:56,3457,11927,1021,  playing woman card Well fighting child care paid leave equal pay playing woman card deal Moments ago   speech responding  s criticism,other,Negative
1941,15704546335_10154387356506336,ICYMI: Here are some highlights from Donald J. Trump's speech earlier where he heavily criticized Hillary Clinton.,,video,https://www.facebook.com/FoxNews/videos/10154387356506336/,2016-06-22 13:24:48,22733,1244,5532,ICYMI highlights  s speech earlier heavily criticized  ,other,Negative
1942,15704546335_10154387179811336,Donald J. Trump blasted Hillary Clinton's immigration policy in a speech today.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154387179811336/?type=3,2016-06-22 12:31:27,54038,1921,14287,  blasted  s immigration policy speech today,other,Negative
1943,15704546335_10154386833831336,"Donald J. Trump: ""Hillary Clinton may be the most corrupt person ever to seek the presidency of the United States.""",,video,https://www.facebook.com/FoxNews/videos/10154386833831336/,2016-06-22 10:24:09,52032,4174,11632,    corrupt person seek presidency United States,other,Negative
